,clickspday,counts,normTitleCategory,state
19,19.31707,33.0,hospitality,CA
20,21.22222,229.0,hr,CA
21,18.12619,878.0,install,CA
22,19.49519,78.0,insurance,CA
23,21.0,77.0,legal,CA
24,17.670675,1390.0,management,CA
25,19.8125,298.0,manufacturing,CA
26,19.417389999999997,193.0,marketing,CA
27,17.37536131578945,74.0,math,CA
28,20.305555,63.0,meddental,CA
29,15.0,352.0,meddr,CA
30,23.50575,61.0,media,CA
31,23.375,127.0,medinfo,CA
32,15.8,1379.0,mednurse,CA
33,18.90652,503.0,medtech,CA
34,13.2131147540984,19.0,military,CA
35,14.018181818181802,2.0,mining,CA
36,17.05941,91.0,personal,CA
37,16.2291666666667,101.0,pharmacy,CA
38,18.3078947368421,213.0,project,CA
39,20.68889,142.0,protective,CA
40,19.6875,67.0,realestate,CA
41,17.50824,1148.0,retail,CA
42,17.125,954.0,sales,CA
43,20.23214,284.0,sanitation,CA
44,19.41667,121.0,science,CA
45,20.0,430.0,service,CA
46,21.37931,7.0,socialscience,CA
47,18.12,52.0,sports,CA
48,17.5,186.0,techhelp,CA
49,18.66667,308.0,techinfo,CA
50,16.33333,618.0,techsoftware,CA
51,16.016665,335.0,therapy,CA
52,22.92598,50.0,transport,CA
53,18.0,437.0,uncategorized,CA
54,20.53846,46.0,veterinary,CA
55,24.80645,320.0,warehouse,CA
0,19.05,424.0,accounting,CO
1,24.5,793.0,admin,CO
2,18.33333,23.0,arch,CO
3,15.411764705882401,62.0,arts,CO
4,33.530555,10.0,aviation,CO
5,18.007839999999998,123.0,care,CO
6,16.76,314.0,childcare,CO
7,20.247619999999998,152.0,construction,CO
8,18.82386363636365,661.0,customer,CO
9,15.7619,868.0,driver,CO
10,18.85714,477.0,education,CO
11,15.1,7.0,engchem,CO
12,18.125,38.0,engcivil,CO
13,19.75862,38.0,engelectric,CO
14,20.19231,120.0,engid,CO
15,25.66667,42.0,engmech,CO
16,20.74074,66.0,finance,CO
17,16.03846,1104.0,food,CO
18,14.732389999999999,33.0,hospitality,CO
19,29.75,229.0,hr,CO
20,18.1725,878.0,install,CO
21,19.71875,78.0,insurance,CO
22,28.76,77.0,legal,CO
23,19.92887943037975,1390.0,management,CO
24,23.884615384615397,298.0,manufacturing,CO
25,25.88889,193.0,marketing,CO
26,19.51613,74.0,math,CO
27,15.629629999999999,63.0,meddental,CO
28,15.552365,352.0,meddr,CO
29,32.35484,61.0,media,CO
30,24.343629999999997,127.0,medinfo,CO
31,15.476189999999999,1379.0,mednurse,CO
32,19.33333,503.0,medtech,CO
33,13.0,19.0,military,CO
34,30.516479999999998,2.0,mining,CO
35,25.30769,91.0,personal,CO
36,25.63636,101.0,pharmacy,CO
37,18.971985,213.0,project,CO
38,22.11392,142.0,protective,CO
39,25.81395,67.0,realestate,CO
40,16.87826,1148.0,retail,CO
41,18.028570000000002,954.0,sales,CO
42,16.433335,284.0,sanitation,CO
43,20.83333,121.0,science,CO
44,22.0,430.0,service,CO
45,18.66667,7.0,socialscience,CO
46,19.1,52.0,sports,CO
47,18.0,186.0,techhelp,CO
48,20.833334999999998,308.0,techinfo,CO
49,17.470589999999998,618.0,techsoftware,CO
50,16.373625,335.0,therapy,CO
51,25.625320000000002,50.0,transport,CO
52,19.8,437.0,uncategorized,CO
53,31.0,46.0,veterinary,CO
54,31.347026818181803,320.0,warehouse,CO
0,23.0,424.0,accounting,CT
1,35.675925,793.0,admin,CT
2,142.0,3.0,agriculture,CT
3,24.0,23.0,arch,CT
4,20.6087,62.0,arts,CT
5,21.42105,10.0,aviation,CT
6,25.1875,123.0,care,CT
7,22.0,314.0,childcare,CT
8,24.5,152.0,construction,CT
9,30.5,661.0,customer,CT
10,16.03571,868.0,driver,CT
11,17.92857,477.0,education,CT
12,15.62903,7.0,engchem,CT
13,21.6,38.0,engcivil,CT
14,18.0,38.0,engelectric,CT
15,16.59113,120.0,engid,CT
16,18.916665000000002,42.0,engmech,CT
17,23.0,66.0,finance,CT
18,16.88889,1104.0,food,CT
19,14.20455,33.0,hospitality,CT
20,22.083615,229.0,hr,CT
21,20.3333333333333,878.0,install,CT
22,19.5,78.0,insurance,CT
23,23.065305000000002,77.0,legal,CT
24,19.741155,1390.0,management,CT
25,18.98276,298.0,manufacturing,CT
26,29.675584999999998,193.0,marketing,CT
27,22.539475,74.0,math,CT
28,31.645159999999997,63.0,meddental,CT
29,13.36364,352.0,meddr,CT
30,26.146900107526903,61.0,media,CT
31,25.764070000000004,127.0,medinfo,CT
32,17.66327,1379.0,mednurse,CT
33,18.176470000000002,503.0,medtech,CT
34,17.07619,91.0,personal,CT
35,15.742423333333349,101.0,pharmacy,CT
36,18.36046511627905,213.0,project,CT
37,40.1603937096774,142.0,protective,CT
38,18.9230769230769,67.0,realestate,CT
39,19.37262200165425,1148.0,retail,CT
40,18.841305,954.0,sales,CT
41,25.66667,284.0,sanitation,CT
42,19.80357,121.0,science,CT
43,32.0,430.0,service,CT
44,20.791520000000002,7.0,socialscience,CT
45,17.0,52.0,sports,CT
46,16.556820000000002,186.0,techhelp,CT
47,19.28571,308.0,techinfo,CT
48,16.921570000000003,618.0,techsoftware,CT
49,15.0,335.0,therapy,CT
50,24.76471,50.0,transport,CT
51,22.0,437.0,uncategorized,CT
52,26.85714,46.0,veterinary,CT
53,29.75,320.0,warehouse,CT
0,17.1,424.0,accounting,DC
1,26.87301642857145,793.0,admin,DC
2,16.0,23.0,arch,DC
3,30.942525000000003,62.0,arts,DC
4,28.41,123.0,care,DC
5,53.25,314.0,childcare,DC
6,17.041665,152.0,construction,DC
7,19.5,661.0,customer,DC
8,19.35104,868.0,driver,DC
9,25.0,477.0,education,DC
10,16.75,38.0,engcivil,DC
11,18.87302,38.0,engelectric,DC
12,16.89655,120.0,engid,DC
13,25.894735,42.0,engmech,DC
14,27.09091,66.0,finance,DC
15,16.64565,1104.0,food,DC
16,24.33333,33.0,hospitality,DC
17,19.4,229.0,hr,DC
18,19.416665000000002,878.0,install,DC
19,14.6315789473684,78.0,insurance,DC
20,20.070594999999997,77.0,legal,DC
21,18.131225,1390.0,management,DC
22,22.95182642857145,298.0,manufacturing,DC
23,20.35204,193.0,marketing,DC
24,16.934525,74.0,math,DC
25,14.75,63.0,meddental,DC
26,16.34783,352.0,meddr,DC
27,19.911764705882398,61.0,media,DC
28,18.90278,127.0,medinfo,DC
29,15.5,1379.0,mednurse,DC
30,17.3304581034483,503.0,medtech,DC
31,28.5,19.0,military,DC
32,18.415178333333348,101.0,pharmacy,DC
33,16.9,213.0,project,DC
34,17.84146341463415,142.0,protective,DC
35,27.5625,67.0,realestate,DC
36,17.22353,1148.0,retail,DC
37,17.9,954.0,sales,DC
38,17.33333,284.0,sanitation,DC
39,19.5625,121.0,science,DC
40,21.586835,430.0,service,DC
41,30.7,7.0,socialscience,DC
42,21.75,52.0,sports,DC
43,18.9,186.0,techhelp,DC
44,17.133329999999997,308.0,techinfo,DC
45,15.845234999999999,618.0,techsoftware,DC
46,17.33333,335.0,therapy,DC
47,30.5309,50.0,transport,DC
48,16.37755,437.0,uncategorized,DC
49,42.191595,46.0,veterinary,DC
50,29.77273,320.0,warehouse,DC
0,23.84028,424.0,accounting,DE
1,36.19643,793.0,admin,DE
2,18.49275,3.0,agriculture,DE
3,15.69565,23.0,arch,DE
4,16.1659824046921,10.0,aviation,DE
5,22.92982,123.0,care,DE
6,10.76724,314.0,childcare,DE
7,17.595419999999997,152.0,construction,DE
8,55.67162790697675,661.0,customer,DE
9,20.333334999999998,868.0,driver,DE
10,17.77,477.0,education,DE
11,39.0,7.0,engchem,DE
12,19.58333,38.0,engcivil,DE
13,19.75,120.0,engid,DE
14,22.241934999999998,42.0,engmech,DE
15,18.0303,66.0,finance,DE
16,14.3,1104.0,food,DE
17,12.95,33.0,hospitality,DE
18,51.692980000000006,229.0,hr,DE
19,20.26281884615385,878.0,install,DE
20,31.043779999999998,78.0,insurance,DE
21,18.48276,77.0,legal,DE
22,16.44444,1390.0,management,DE
23,15.736839999999999,298.0,manufacturing,DE
24,22.204430000000002,193.0,marketing,DE
25,23.7361325862069,74.0,math,DE
26,60.42856999999999,63.0,meddental,DE
27,13.78889,352.0,meddr,DE
28,32.1875,61.0,media,DE
29,123.1667,127.0,medinfo,DE
30,16.74194,1379.0,mednurse,DE
31,16.897725,503.0,medtech,DE
32,19.5603448275862,91.0,personal,DE
33,46.48571,101.0,pharmacy,DE
34,22.60891,213.0,project,DE
35,26.261965000000004,142.0,protective,DE
36,31.450979999999998,67.0,realestate,DE
37,16.660715,1148.0,retail,DE
38,20.76471,954.0,sales,DE
39,24.6,284.0,sanitation,DE
40,18.222034999999998,121.0,science,DE
41,18.126665000000003,430.0,service,DE
42,33.00658,7.0,socialscience,DE
43,9.875,52.0,sports,DE
44,21.53125,186.0,techhelp,DE
45,21.93939,308.0,techinfo,DE
46,16.23636363636365,618.0,techsoftware,DE
47,25.50905,335.0,therapy,DE
48,23.473679999999998,50.0,transport,DE
49,21.82692,437.0,uncategorized,DE
50,199.875,320.0,warehouse,DE
0,22.05405,424.0,accounting,FL
1,34.49438,793.0,admin,FL
2,25.61765,3.0,agriculture,FL
3,18.0,23.0,arch,FL
4,23.0,62.0,arts,FL
5,21.3333333333333,10.0,aviation,FL
6,27.7106,123.0,care,FL
7,26.0,314.0,childcare,FL
8,20.0,152.0,construction,FL
9,26.144578313253003,661.0,customer,FL
10,20.84615,868.0,driver,FL
11,19.8,477.0,education,FL
12,34.0,7.0,engchem,FL
13,15.225,38.0,engcivil,FL
14,17.65135,38.0,engelectric,FL
15,19.08333,120.0,engid,FL
16,18.144444444444446,42.0,engmech,FL
17,20.25,66.0,finance,FL
18,17.436505,1104.0,food,FL
19,20.46923,33.0,hospitality,FL
20,30.718085000000002,229.0,hr,FL
21,19.098085,878.0,install,FL
22,20.90141,78.0,insurance,FL
23,26.72440642857145,77.0,legal,FL
24,19.82222,1390.0,management,FL
25,20.337775,298.0,manufacturing,FL
26,24.86842,193.0,marketing,FL
27,19.22083333333335,74.0,math,FL
28,19.85714,63.0,meddental,FL
29,15.59574,352.0,meddr,FL
30,27.32258,61.0,media,FL
31,23.15656454545455,127.0,medinfo,FL
32,16.22222,1379.0,mednurse,FL
33,20.585715,503.0,medtech,FL
34,16.1428571428571,91.0,personal,FL
35,24.5,101.0,pharmacy,FL
36,22.0,213.0,project,FL
37,28.22053962962965,142.0,protective,FL
38,29.358649999999997,67.0,realestate,FL
39,18.1428571428571,1148.0,retail,FL
40,20.26531,954.0,sales,FL
41,23.14493,284.0,sanitation,FL
42,22.183335,121.0,science,FL
43,24.97191,430.0,service,FL
44,32.78788,7.0,socialscience,FL
45,21.423235000000002,52.0,sports,FL
46,22.0,186.0,techhelp,FL
47,20.666665000000002,308.0,techinfo,FL
48,17.8,618.0,techsoftware,FL
49,16.92308,335.0,therapy,FL
50,20.1379310344828,50.0,transport,FL
51,19.88889,437.0,uncategorized,FL
52,19.11594,46.0,veterinary,FL
53,30.704359999999998,320.0,warehouse,FL
0,22.0,424.0,accounting,GA
1,37.378569999999996,793.0,admin,GA
2,18.76923,23.0,arch,GA
3,20.041665000000002,62.0,arts,GA
4,17.772727272727302,10.0,aviation,GA
5,23.414855000000003,123.0,care,GA
6,26.67742,314.0,childcare,GA
7,19.5,152.0,construction,GA
8,33.10256,661.0,customer,GA
9,17.0,868.0,driver,GA
10,21.02,477.0,education,GA
11,16.73684,7.0,engchem,GA
12,17.0,38.0,engcivil,GA
13,17.06944444444445,38.0,engelectric,GA
14,18.0,120.0,engid,GA
15,17.24137931034485,42.0,engmech,GA
16,22.69959677419355,66.0,finance,GA
17,16.5238095238095,1104.0,food,GA
18,20.775,33.0,hospitality,GA
19,29.32,229.0,hr,GA
20,18.71342,878.0,install,GA
21,28.295454999999997,78.0,insurance,GA
22,30.9,77.0,legal,GA
23,20.0,1390.0,management,GA
24,23.07895,298.0,manufacturing,GA
25,24.99278,193.0,marketing,GA
26,21.0,74.0,math,GA
27,19.6129,63.0,meddental,GA
28,15.633329999999999,352.0,meddr,GA
29,25.66667,61.0,media,GA
30,44.346665,127.0,medinfo,GA
31,15.44410152173915,1379.0,mednurse,GA
32,19.292855000000003,503.0,medtech,GA
33,34.41,2.0,mining,GA
34,19.36111,91.0,personal,GA
35,19.076925,101.0,pharmacy,GA
36,20.7909,213.0,project,GA
37,25.0,142.0,protective,GA
38,27.0,67.0,realestate,GA
39,17.1924690909091,1148.0,retail,GA
40,19.03333,954.0,sales,GA
41,30.810809999999996,284.0,sanitation,GA
42,21.113985,121.0,science,GA
43,28.68126,430.0,service,GA
44,24.5,52.0,sports,GA
45,18.26667,186.0,techhelp,GA
46,20.75,308.0,techinfo,GA
47,17.018518518518498,618.0,techsoftware,GA
48,15.07895,335.0,therapy,GA
49,29.025640000000003,50.0,transport,GA
50,18.75,437.0,uncategorized,GA
51,23.076340000000002,46.0,veterinary,GA
52,34.4,320.0,warehouse,GA
0,14.0,424.0,accounting,GU
1,22.46067,152.0,construction,GU
2,9.0,229.0,hr,GU
3,18.08,878.0,install,GU
0,17.0,424.0,accounting,HI
1,19.11111,793.0,admin,HI
2,22.55172,123.0,care,HI
3,22.853409090909096,152.0,construction,HI
4,28.791665000000002,661.0,customer,HI
5,17.26667,868.0,driver,HI
6,22.19355,477.0,education,HI
7,25.29545,38.0,engcivil,HI
8,12.557144999999998,38.0,engelectric,HI
9,20.71528,120.0,engid,HI
10,18.935765,66.0,finance,HI
11,16.0,1104.0,food,HI
12,29.14286,229.0,hr,HI
13,19.34073,878.0,install,HI
14,32.8125,78.0,insurance,HI
15,39.61111,77.0,legal,HI
16,19.20927,1390.0,management,HI
17,33.0500005263158,298.0,manufacturing,HI
18,19.63158,193.0,marketing,HI
19,20.9921875,74.0,math,HI
20,22.5277777777778,63.0,meddental,HI
21,7.1619718309859,352.0,meddr,HI
22,25.5,61.0,media,HI
23,31.566670000000002,127.0,medinfo,HI
24,15.439585000000001,1379.0,mednurse,HI
25,15.7,503.0,medtech,HI
26,19.7,213.0,project,HI
27,17.16667,142.0,protective,HI
28,34.686814999999996,67.0,realestate,HI
29,14.768650000000001,1148.0,retail,HI
30,15.525770000000001,954.0,sales,HI
31,14.724268095238099,284.0,sanitation,HI
32,33.62601792682925,121.0,science,HI
33,21.5,430.0,service,HI
34,45.3548387096774,7.0,socialscience,HI
35,17.320987654321,186.0,techhelp,HI
36,19.25,308.0,techinfo,HI
37,16.66667,618.0,techsoftware,HI
38,14.00305,335.0,therapy,HI
39,23.426470000000002,50.0,transport,HI
40,16.91877,437.0,uncategorized,HI
41,22.7435880769231,320.0,warehouse,HI
0,21.75,424.0,accounting,IA
1,25.7702,793.0,admin,IA
2,15.425529999999998,23.0,arch,IA
3,15.965625,62.0,arts,IA
4,17.8125,123.0,care,IA
5,34.625,314.0,childcare,IA
6,20.286665,152.0,construction,IA
7,20.960915,661.0,customer,IA
8,16.0,868.0,driver,IA
9,18.047620000000002,477.0,education,IA
10,18.256945,38.0,engcivil,IA
11,16.207545,38.0,engelectric,IA
12,16.2037037037037,120.0,engid,IA
13,21.571428571428598,42.0,engmech,IA
14,16.0454545454545,66.0,finance,IA
15,16.875,1104.0,food,IA
16,38.117205,33.0,hospitality,IA
17,25.113210000000002,229.0,hr,IA
18,18.42308,878.0,install,IA
19,25.69231,78.0,insurance,IA
20,21.188679245283,77.0,legal,IA
21,18.0,1390.0,management,IA
22,18.60119,298.0,manufacturing,IA
23,22.33708,193.0,marketing,IA
24,20.82296650717705,74.0,math,IA
25,15.333329999999998,352.0,meddr,IA
26,21.5,61.0,media,IA
27,30.25,127.0,medinfo,IA
28,14.75,1379.0,mednurse,IA
29,20.103448275862103,503.0,medtech,IA
30,30.018395000000005,19.0,military,IA
31,20.785715,101.0,pharmacy,IA
32,19.47441,213.0,project,IA
33,16.636364999999998,142.0,protective,IA
34,14.0,67.0,realestate,IA
35,16.8888888888889,1148.0,retail,IA
36,18.08118,954.0,sales,IA
37,19.690579999999997,284.0,sanitation,IA
38,17.0,121.0,science,IA
39,19.70455,430.0,service,IA
40,29.057145000000002,7.0,socialscience,IA
41,20.741664999999998,52.0,sports,IA
42,18.5,186.0,techhelp,IA
43,22.05,308.0,techinfo,IA
44,16.366664999999998,618.0,techsoftware,IA
45,16.2,335.0,therapy,IA
46,35.84231,50.0,transport,IA
47,18.671875,437.0,uncategorized,IA
48,16.30108,46.0,veterinary,IA
49,23.97548852941175,320.0,warehouse,IA
0,20.36232,424.0,accounting,ID
1,35.083335000000005,793.0,admin,ID
2,21.721014999999998,123.0,care,ID
3,17.6,152.0,construction,ID
4,22.23091,661.0,customer,ID
5,15.64286,868.0,driver,ID
6,26.954545,477.0,education,ID
7,15.25424,7.0,engchem,ID
8,27.045235,38.0,engcivil,ID
9,19.07692,38.0,engelectric,ID
10,14.50169,120.0,engid,ID
11,10.0,66.0,finance,ID
12,14.272725,1104.0,food,ID
13,17.88,878.0,install,ID
14,32.6,77.0,legal,ID
15,20.338525,1390.0,management,ID
16,22.55556,298.0,manufacturing,ID
17,24.75,193.0,marketing,ID
18,19.03846,352.0,meddr,ID
19,24.88,61.0,media,ID
20,45.4,127.0,medinfo,ID
21,14.85714,1379.0,mednurse,ID
22,15.35598,503.0,medtech,ID
23,15.520829999999998,91.0,personal,ID
24,21.401665,101.0,pharmacy,ID
25,22.465,213.0,project,ID
26,16.53846,142.0,protective,ID
27,61.464285000000004,67.0,realestate,ID
28,21.1666666666667,1148.0,retail,ID
29,19.25548,954.0,sales,ID
30,20.0,284.0,sanitation,ID
31,18.46774,121.0,science,ID
32,27.894740000000002,430.0,service,ID
33,24.54761904761905,52.0,sports,ID
34,18.411765,186.0,techhelp,ID
35,20.6087,308.0,techinfo,ID
36,16.87222,618.0,techsoftware,ID
37,14.384620000000002,335.0,therapy,ID
38,29.476190000000003,50.0,transport,ID
39,48.125,437.0,uncategorized,ID
40,44.00757666666665,320.0,warehouse,ID
0,18.9375,424.0,accounting,IL
1,28.0,793.0,admin,IL
2,20.8125,3.0,agriculture,IL
3,19.5,23.0,arch,IL
4,26.0,62.0,arts,IL
5,13.55056,10.0,aviation,IL
6,17.53623,123.0,care,IL
7,16.950000000000003,314.0,childcare,IL
8,20.46591,152.0,construction,IL
9,22.0,661.0,customer,IL
10,16.0,868.0,driver,IL
11,19.0,477.0,education,IL
12,15.0,7.0,engchem,IL
13,18.933329999999998,38.0,engcivil,IL
14,18.0,38.0,engelectric,IL
15,17.5,120.0,engid,IL
16,20.38889,42.0,engmech,IL
17,17.14286,66.0,finance,IL
18,15.982758620689651,1104.0,food,IL
19,22.6,33.0,hospitality,IL
20,26.5,229.0,hr,IL
21,19.797295,878.0,install,IL
22,19.0,78.0,insurance,IL
23,23.1,77.0,legal,IL
24,18.24138,1390.0,management,IL
25,22.7,298.0,manufacturing,IL
26,22.68293,193.0,marketing,IL
27,20.048275862068948,74.0,math,IL
28,23.5692307692308,63.0,meddental,IL
29,17.05921,352.0,meddr,IL
30,28.4166666666667,61.0,media,IL
31,29.441110000000002,127.0,medinfo,IL
32,15.923705,1379.0,mednurse,IL
33,18.69565,503.0,medtech,IL
34,15.076923076923098,19.0,military,IL
35,38.70968,2.0,mining,IL
36,18.98,91.0,personal,IL
37,17.57909,101.0,pharmacy,IL
38,18.32844827586205,213.0,project,IL
39,21.23188,142.0,protective,IL
40,22.041665000000002,67.0,realestate,IL
41,16.56566,1148.0,retail,IL
42,17.658335,954.0,sales,IL
43,22.975,284.0,sanitation,IL
44,19.934995,121.0,science,IL
45,23.16667,430.0,service,IL
46,17.46667,7.0,socialscience,IL
47,16.456045,52.0,sports,IL
48,19.26126,186.0,techhelp,IL
49,18.69663,308.0,techinfo,IL
50,16.65217,618.0,techsoftware,IL
51,16.60714,335.0,therapy,IL
52,24.56169,50.0,transport,IL
53,19.433035,437.0,uncategorized,IL
54,18.85714,46.0,veterinary,IL
55,27.0,320.0,warehouse,IL
0,19.125,424.0,accounting,IN
1,27.29405,793.0,admin,IN
2,16.229185,3.0,agriculture,IN
