,clickspday,counts,normTitleCategory,state
3,23.0,1.0,arch,AR
4,33.23214,5.0,arts,AR
5,28.14286,3.0,care,AR
6,45.51613,1.0,childcare,AR
7,31.605259999999998,5.0,construction,AR
8,38.34,29.0,customer,AR
9,15.964285,134.0,driver,AR
10,25.8,20.0,education,AR
11,19.0,9.0,engcivil,AR
12,19.14286,1.0,engelectric,AR
13,18.10891,7.0,engid,AR
14,17.26667,9.0,finance,AR
15,15.0352427777778,48.0,food,AR
16,23.625,15.0,hr,AR
17,21.7,65.0,install,AR
18,26.25,7.0,insurance,AR
19,26.0,3.0,legal,AR
20,22.03175,107.0,management,AR
21,21.967195,20.0,manufacturing,AR
22,16.184525,8.0,marketing,AR
23,22.08571,3.0,math,AR
24,18.38087785714285,2.0,meddental,AR
25,23.46,4.0,meddr,AR
26,13.94444,1.0,media,AR
27,38.44079,8.0,medinfo,AR
28,15.0714285714286,117.0,mednurse,AR
29,18.99328285714285,20.0,medtech,AR
30,14.50575,1.0,personal,AR
31,27.0,9.0,project,AR
32,21.75,11.0,protective,AR
33,57.22221999999999,1.0,realestate,AR
34,19.850635,48.0,retail,AR
35,22.01759739130435,54.0,sales,AR
36,16.62857,3.0,sanitation,AR
37,31.636359999999996,5.0,science,AR
38,20.99905,28.0,service,AR
39,54.0,1.0,tech,AR
40,20.689284999999998,24.0,techhelp,AR
41,18.67889,14.0,techinfo,AR
42,17.0,36.0,techsoftware,AR
43,18.42857,12.0,therapy,AR
44,21.5,3.0,transport,AR
45,22.33333,19.0,uncategorized,AR
46,23.529708478260847,12.0,warehouse,AR
0,18.57882,176.0,accounting,AZ
1,26.0,238.0,admin,AZ
2,67.5,1.0,agriculture,AZ
3,18.1887238235294,4.0,arch,AZ
4,18.0,5.0,arts,AZ
5,18.823529999999998,9.0,aviation,AZ
6,15.14923076923075,14.0,care,AZ
7,17.854165000000002,10.0,childcare,AZ
8,22.58333,25.0,construction,AZ
9,23.83333,151.0,customer,AZ
10,16.785715,118.0,driver,AZ
11,18.5454545454545,61.0,education,AZ
12,20.625,5.0,engchem,AZ
13,17.711035000000003,12.0,engcivil,AZ
14,18.314775,26.0,engelectric,AZ
15,16.55556,57.0,engid,AZ
16,18.118380000000002,16.0,engmech,AZ
17,18.03448,33.0,finance,AZ
18,16.525,158.0,food,AZ
19,19.43478,13.0,hospitality,AZ
20,24.0,61.0,hr,AZ
21,18.81188,291.0,install,AZ
22,23.07143,30.0,insurance,AZ
23,23.857145,22.0,legal,AZ
24,18.31666666666665,356.0,management,AZ
25,20.3636363636364,53.0,manufacturing,AZ
26,25.39375,60.0,marketing,AZ
27,19.41667,29.0,math,AZ
28,20.632355,8.0,meddental,AZ
29,17.766665,22.0,meddr,AZ
30,24.31666666666665,8.0,media,AZ
31,24.0,49.0,medinfo,AZ
32,15.46429,361.0,mednurse,AZ
33,19.03125,111.0,medtech,AZ
34,20.42424,1.0,mining,AZ
35,22.85714,7.0,personal,AZ
36,16.32258,29.0,pharmacy,AZ
37,20.23529,79.0,project,AZ
38,17.866664999999998,36.0,protective,AZ
39,28.933335,26.0,realestate,AZ
40,17.0,171.0,retail,AZ
41,19.41667,259.0,sales,AZ
42,18.85714,25.0,sanitation,AZ
43,17.43253,24.0,science,AZ
44,23.0,106.0,service,AZ
45,16.278845,8.0,socialscience,AZ
46,21.58717833333335,6.0,sports,AZ
47,17.5,93.0,techhelp,AZ
48,19.67308,115.0,techinfo,AZ
49,17.250825,200.0,techsoftware,AZ
50,17.850875000000002,68.0,therapy,AZ
51,27.0,19.0,transport,AZ
52,19.526320000000002,65.0,uncategorized,AZ
53,35.429825,2.0,veterinary,AZ
54,30.508335000000002,50.0,warehouse,AZ
0,19.430770000000003,1077.0,accounting,CA
1,25.107210000000002,1260.0,admin,CA
2,29.005000000000003,4.0,agriculture,CA
3,17.1052631578947,77.0,arch,CA
4,21.8,159.0,arts,CA
5,23.2727272727273,21.0,aviation,CA
6,18.19127055555555,88.0,care,CA
7,18.91304,77.0,childcare,CA
8,19.72727,175.0,construction,CA
9,20.0,759.0,customer,CA
10,17.0,604.0,driver,CA
11,18.88333166666665,368.0,education,CA
12,20.78161,13.0,engchem,CA
13,19.611295,76.0,engcivil,CA
14,16.37037,113.0,engelectric,CA
15,16.9167764814815,330.0,engid,CA
16,18.0,111.0,engmech,CA
17,18.41923076923075,194.0,finance,CA
18,16.16667,835.0,food,CA
19,19.31707,45.0,hospitality,CA
20,21.22222,487.0,hr,CA
21,18.12619,1078.0,install,CA
22,19.49519,142.0,insurance,CA
23,21.0,246.0,legal,CA
24,17.670675,2448.0,management,CA
25,19.8125,345.0,manufacturing,CA
26,19.417389999999997,544.0,marketing,CA
27,17.37536131578945,148.0,math,CA
28,20.305555,48.0,meddental,CA
29,15.0,98.0,meddr,CA
30,23.50575,177.0,media,CA
31,23.375,173.0,medinfo,CA
32,15.8,1562.0,mednurse,CA
33,18.90652,584.0,medtech,CA
34,13.2131147540984,5.0,military,CA
35,14.018181818181802,3.0,mining,CA
36,17.05941,47.0,personal,CA
37,16.2291666666667,99.0,pharmacy,CA
38,18.3078947368421,544.0,project,CA
39,20.68889,143.0,protective,CA
40,19.6875,99.0,realestate,CA
41,17.50824,890.0,retail,CA
42,17.125,1449.0,sales,CA
43,20.23214,127.0,sanitation,CA
44,19.41667,281.0,science,CA
45,20.0,539.0,service,CA
46,21.37931,23.0,socialscience,CA
47,18.12,61.0,sports,CA
48,14.142857142857098,3.0,tech,CA
49,17.5,383.0,techhelp,CA
50,18.66667,759.0,techinfo,CA
51,16.33333,2009.0,techsoftware,CA
52,16.016665,306.0,therapy,CA
53,22.92598,82.0,transport,CA
54,18.0,382.0,uncategorized,CA
55,20.53846,18.0,veterinary,CA
56,24.80645,313.0,warehouse,CA
0,19.05,138.0,accounting,CO
1,24.5,247.0,admin,CO
2,18.33333,17.0,arch,CO
3,15.411764705882401,11.0,arts,CO
4,33.530555,4.0,aviation,CO
5,18.007839999999998,20.0,care,CO
6,16.76,21.0,childcare,CO
7,20.247619999999998,62.0,construction,CO
8,18.82386363636365,144.0,customer,CO
9,15.7619,137.0,driver,CO
10,18.85714,77.0,education,CO
11,15.1,5.0,engchem,CO
12,18.125,14.0,engcivil,CO
13,19.75862,17.0,engelectric,CO
14,20.19231,75.0,engid,CO
15,25.66667,11.0,engmech,CO
16,20.74074,41.0,finance,CO
17,16.03846,180.0,food,CO
18,14.732389999999999,7.0,hospitality,CO
19,29.75,66.0,hr,CO
20,18.1725,236.0,install,CO
21,19.71875,17.0,insurance,CO
22,28.76,31.0,legal,CO
23,19.92887943037975,406.0,management,CO
24,23.884615384615397,47.0,manufacturing,CO
25,25.88889,73.0,marketing,CO
26,19.51613,39.0,math,CO
27,15.629629999999999,11.0,meddental,CO
28,15.552365,26.0,meddr,CO
29,32.35484,19.0,media,CO
30,24.343629999999997,28.0,medinfo,CO
31,15.476189999999999,295.0,mednurse,CO
32,19.33333,89.0,medtech,CO
33,13.0,4.0,military,CO
34,30.516479999999998,3.0,mining,CO
35,25.30769,11.0,personal,CO
36,25.63636,9.0,pharmacy,CO
37,18.971985,102.0,project,CO
38,22.11392,19.0,protective,CO
39,25.81395,21.0,realestate,CO
40,16.87826,202.0,retail,CO
41,18.028570000000002,243.0,sales,CO
42,16.433335,26.0,sanitation,CO
43,20.83333,27.0,science,CO
44,22.0,78.0,service,CO
45,18.66667,3.0,socialscience,CO
46,19.1,11.0,sports,CO
47,18.0,122.0,techhelp,CO
48,20.833334999999998,106.0,techinfo,CO
49,17.470589999999998,245.0,techsoftware,CO
50,16.373625,50.0,therapy,CO
51,25.625320000000002,14.0,transport,CO
52,19.8,77.0,uncategorized,CO
53,31.0,3.0,veterinary,CO
54,31.347026818181803,24.0,warehouse,CO
0,23.0,107.0,accounting,CT
1,35.675925,100.0,admin,CT
2,142.0,1.0,agriculture,CT
3,24.0,3.0,arch,CT
4,20.6087,11.0,arts,CT
5,21.42105,1.0,aviation,CT
6,25.1875,5.0,care,CT
7,22.0,7.0,childcare,CT
8,24.5,15.0,construction,CT
9,30.5,43.0,customer,CT
10,16.03571,81.0,driver,CT
11,17.92857,44.0,education,CT
12,15.62903,4.0,engchem,CT
13,21.6,5.0,engcivil,CT
14,18.0,6.0,engelectric,CT
15,16.59113,32.0,engid,CT
16,18.916665000000002,12.0,engmech,CT
17,23.0,9.0,finance,CT
18,16.88889,61.0,food,CT
19,14.20455,1.0,hospitality,CT
20,22.083615,38.0,hr,CT
21,20.3333333333333,111.0,install,CT
22,19.5,21.0,insurance,CT
23,23.065305000000002,28.0,legal,CT
24,19.741155,230.0,management,CT
25,18.98276,55.0,manufacturing,CT
26,29.675584999999998,32.0,marketing,CT
27,22.539475,24.0,math,CT
28,31.645159999999997,9.0,meddental,CT
29,13.36364,15.0,meddr,CT
30,26.146900107526903,16.0,media,CT
31,25.764070000000004,10.0,medinfo,CT
32,17.66327,133.0,mednurse,CT
33,18.176470000000002,47.0,medtech,CT
34,17.07619,10.0,personal,CT
35,15.742423333333349,12.0,pharmacy,CT
36,18.36046511627905,26.0,project,CT
37,40.1603937096774,12.0,protective,CT
38,18.9230769230769,7.0,realestate,CT
39,19.37262200165425,88.0,retail,CT
40,18.841305,120.0,sales,CT
41,25.66667,7.0,sanitation,CT
42,19.80357,13.0,science,CT
43,32.0,55.0,service,CT
44,20.791520000000002,2.0,socialscience,CT
45,17.0,15.0,sports,CT
46,16.556820000000002,26.0,techhelp,CT
47,19.28571,53.0,techinfo,CT
48,16.921570000000003,109.0,techsoftware,CT
49,15.0,32.0,therapy,CT
50,24.76471,9.0,transport,CT
51,22.0,43.0,uncategorized,CT
52,26.85714,1.0,veterinary,CT
53,29.75,17.0,warehouse,CT
0,17.1,117.0,accounting,DC
1,26.87301642857145,132.0,admin,DC
2,16.0,11.0,arch,DC
3,30.942525000000003,12.0,arts,DC
4,28.41,1.0,care,DC
5,53.25,3.0,childcare,DC
6,17.041665,8.0,construction,DC
7,19.5,28.0,customer,DC
8,19.35104,14.0,driver,DC
9,25.0,23.0,education,DC
10,16.75,5.0,engcivil,DC
11,18.87302,9.0,engelectric,DC
12,16.89655,31.0,engid,DC
13,25.894735,6.0,engmech,DC
14,27.09091,14.0,finance,DC
15,16.64565,60.0,food,DC
16,24.33333,1.0,hospitality,DC
17,19.4,32.0,hr,DC
18,19.416665000000002,44.0,install,DC
19,14.6315789473684,1.0,insurance,DC
20,20.070594999999997,42.0,legal,DC
21,18.131225,242.0,management,DC
22,22.95182642857145,8.0,manufacturing,DC
23,20.35204,34.0,marketing,DC
24,16.934525,50.0,math,DC
25,14.75,2.0,meddental,DC
26,16.34783,17.0,meddr,DC
27,19.911764705882398,41.0,media,DC
28,18.90278,10.0,medinfo,DC
29,15.5,96.0,mednurse,DC
30,17.3304581034483,42.0,medtech,DC
31,28.5,1.0,military,DC
32,18.415178333333348,4.0,pharmacy,DC
33,16.9,98.0,project,DC
34,17.84146341463415,32.0,protective,DC
35,27.5625,3.0,realestate,DC
36,17.22353,29.0,retail,DC
37,17.9,87.0,sales,DC
38,17.33333,9.0,sanitation,DC
39,19.5625,20.0,science,DC
40,21.586835,36.0,service,DC
41,30.7,3.0,socialscience,DC
42,21.75,2.0,sports,DC
43,23.07692,1.0,tech,DC
44,18.9,101.0,techhelp,DC
45,17.133329999999997,139.0,techinfo,DC
46,15.845234999999999,170.0,techsoftware,DC
47,17.33333,13.0,therapy,DC
48,30.5309,2.0,transport,DC
49,16.37755,49.0,uncategorized,DC
50,42.191595,2.0,veterinary,DC
51,29.77273,5.0,warehouse,DC
0,23.84028,20.0,accounting,DE
1,36.19643,22.0,admin,DE
2,18.49275,1.0,agriculture,DE
3,15.69565,3.0,arch,DE
4,16.1659824046921,2.0,aviation,DE
5,22.92982,5.0,care,DE
6,10.76724,2.0,childcare,DE
7,17.595419999999997,6.0,construction,DE
8,55.67162790697675,8.0,customer,DE
9,20.333334999999998,32.0,driver,DE
10,17.77,17.0,education,DE
11,39.0,1.0,engchem,DE
12,19.58333,3.0,engcivil,DE
13,19.75,2.0,engid,DE
14,22.241934999999998,2.0,engmech,DE
15,18.0303,11.0,finance,DE
16,14.3,17.0,food,DE
17,12.95,1.0,hospitality,DE
18,51.692980000000006,8.0,hr,DE
19,20.26281884615385,28.0,install,DE
20,31.043779999999998,4.0,insurance,DE
21,18.48276,1.0,legal,DE
22,16.44444,63.0,management,DE
23,15.736839999999999,7.0,manufacturing,DE
24,22.204430000000002,8.0,marketing,DE
25,23.7361325862069,2.0,math,DE
26,60.42856999999999,1.0,meddental,DE
27,13.78889,4.0,meddr,DE
28,32.1875,3.0,media,DE
29,123.1667,1.0,medinfo,DE
30,16.74194,39.0,mednurse,DE
31,16.897725,18.0,medtech,DE
32,19.5603448275862,2.0,personal,DE
33,46.48571,3.0,pharmacy,DE
34,22.60891,12.0,project,DE
35,26.261965000000004,4.0,protective,DE
36,31.450979999999998,3.0,realestate,DE
37,16.660715,28.0,retail,DE
38,20.76471,33.0,sales,DE
39,24.6,1.0,sanitation,DE
40,18.222034999999998,6.0,science,DE
41,18.126665000000003,6.0,service,DE
42,33.00658,2.0,socialscience,DE
43,9.875,2.0,sports,DE
44,21.53125,11.0,techhelp,DE
45,21.93939,23.0,techinfo,DE
46,16.23636363636365,44.0,techsoftware,DE
47,25.50905,6.0,therapy,DE
48,23.473679999999998,1.0,transport,DE
49,21.82692,8.0,uncategorized,DE
50,199.875,3.0,warehouse,DE
0,22.05405,491.0,accounting,FL
1,34.49438,517.0,admin,FL
2,25.61765,7.0,agriculture,FL
3,18.0,25.0,arch,FL
4,23.0,37.0,arts,FL
5,21.3333333333333,15.0,aviation,FL
6,27.7106,18.0,care,FL
7,26.0,29.0,childcare,FL
8,20.0,131.0,construction,FL
9,26.144578313253003,369.0,customer,FL
10,20.84615,295.0,driver,FL
11,19.8,149.0,education,FL
12,34.0,1.0,engchem,FL
13,15.225,40.0,engcivil,FL
14,17.65135,28.0,engelectric,FL
15,19.08333,107.0,engid,FL
16,18.144444444444446,24.0,engmech,FL
17,20.25,89.0,finance,FL
18,17.436505,468.0,food,FL
19,20.46923,20.0,hospitality,FL
20,30.718085000000002,144.0,hr,FL
21,19.098085,710.0,install,FL
22,20.90141,96.0,insurance,FL
23,26.72440642857145,76.0,legal,FL
24,19.82222,984.0,management,FL
25,20.337775,132.0,manufacturing,FL
26,24.86842,161.0,marketing,FL
27,19.22083333333335,74.0,math,FL
28,19.85714,27.0,meddental,FL
29,15.59574,71.0,meddr,FL
30,27.32258,49.0,media,FL
31,23.15656454545455,154.0,medinfo,FL
32,16.22222,881.0,mednurse,FL
33,20.585715,266.0,medtech,FL
34,16.1428571428571,53.0,personal,FL
35,24.5,48.0,pharmacy,FL
36,22.0,196.0,project,FL
37,28.22053962962965,68.0,protective,FL
38,29.358649999999997,86.0,realestate,FL
39,18.1428571428571,605.0,retail,FL
40,20.26531,785.0,sales,FL
41,23.14493,75.0,sanitation,FL
42,22.183335,66.0,science,FL
43,24.97191,214.0,service,FL
44,32.78788,5.0,socialscience,FL
45,21.423235000000002,22.0,sports,FL
46,22.0,231.0,techhelp,FL
47,20.666665000000002,308.0,techinfo,FL
48,17.8,453.0,techsoftware,FL
49,16.92308,113.0,therapy,FL
50,20.1379310344828,33.0,transport,FL
51,19.88889,171.0,uncategorized,FL
52,19.11594,19.0,veterinary,FL
53,30.704359999999998,148.0,warehouse,FL
0,22.0,235.0,accounting,GA
1,37.378569999999996,244.0,admin,GA
2,18.76923,21.0,arch,GA
3,20.041665000000002,20.0,arts,GA
4,17.772727272727302,7.0,aviation,GA
5,23.414855000000003,6.0,care,GA
6,26.67742,29.0,childcare,GA
7,19.5,57.0,construction,GA
8,33.10256,155.0,customer,GA
9,17.0,448.0,driver,GA
10,21.02,90.0,education,GA
11,16.73684,1.0,engchem,GA
12,17.0,49.0,engcivil,GA
13,17.06944444444445,48.0,engelectric,GA
14,18.0,57.0,engid,GA
15,17.24137931034485,18.0,engmech,GA
16,22.69959677419355,46.0,finance,GA
17,16.5238095238095,211.0,food,GA
18,20.775,6.0,hospitality,GA
19,29.32,101.0,hr,GA
20,18.71342,360.0,install,GA
21,28.295454999999997,38.0,insurance,GA
22,30.9,37.0,legal,GA
23,20.0,637.0,management,GA
24,23.07895,103.0,manufacturing,GA
25,24.99278,88.0,marketing,GA
26,21.0,73.0,math,GA
27,19.6129,17.0,meddental,GA
28,15.633329999999999,23.0,meddr,GA
29,25.66667,35.0,media,GA
30,44.346665,48.0,medinfo,GA
31,15.44410152173915,384.0,mednurse,GA
32,19.292855000000003,158.0,medtech,GA
33,34.41,1.0,mining,GA
34,19.36111,7.0,personal,GA
35,19.076925,20.0,pharmacy,GA
36,20.7909,128.0,project,GA
37,25.0,55.0,protective,GA
38,27.0,31.0,realestate,GA
39,17.1924690909091,312.0,retail,GA
40,19.03333,357.0,sales,GA
41,30.810809999999996,31.0,sanitation,GA
42,21.113985,38.0,science,GA
43,28.68126,100.0,service,GA
44,24.5,7.0,sports,GA
45,22.25,1.0,tech,GA
46,18.26667,127.0,techhelp,GA
47,20.75,209.0,techinfo,GA
48,17.018518518518498,426.0,techsoftware,GA
49,15.07895,47.0,therapy,GA
50,29.025640000000003,29.0,transport,GA
51,18.75,105.0,uncategorized,GA
52,23.076340000000002,6.0,veterinary,GA
53,34.4,113.0,warehouse,GA
0,14.0,7.0,accounting,GU
1,22.46067,1.0,construction,GU
2,9.0,1.0,hr,GU
3,18.08,1.0,install,GU
0,17.0,17.0,accounting,HI
1,19.11111,39.0,admin,HI
2,22.55172,1.0,care,HI
3,22.853409090909096,4.0,construction,HI
4,28.791665000000002,24.0,customer,HI
5,17.26667,11.0,driver,HI
6,22.19355,7.0,education,HI
7,25.29545,3.0,engcivil,HI
8,12.557144999999998,2.0,engelectric,HI
9,20.71528,2.0,engid,HI
10,18.935765,6.0,finance,HI
11,16.0,43.0,food,HI
12,29.14286,5.0,hr,HI
13,19.34073,50.0,install,HI
14,32.8125,2.0,insurance,HI
15,39.61111,3.0,legal,HI
16,19.20927,42.0,management,HI
17,33.0500005263158,8.0,manufacturing,HI
18,19.63158,6.0,marketing,HI
19,20.9921875,4.0,math,HI
20,22.5277777777778,2.0,meddental,HI
21,7.1619718309859,2.0,meddr,HI
22,25.5,2.0,media,HI
23,31.566670000000002,1.0,medinfo,HI
24,15.439585000000001,52.0,mednurse,HI
25,15.7,20.0,medtech,HI
26,19.7,9.0,project,HI
27,17.16667,1.0,protective,HI
28,34.686814999999996,2.0,realestate,HI
29,14.768650000000001,32.0,retail,HI
30,15.525770000000001,27.0,sales,HI
31,14.724268095238099,2.0,sanitation,HI
32,33.62601792682925,4.0,science,HI
33,21.5,24.0,service,HI
34,45.3548387096774,1.0,socialscience,HI
35,17.320987654321,11.0,techhelp,HI
36,19.25,11.0,techinfo,HI
37,16.66667,3.0,techsoftware,HI
38,14.00305,8.0,therapy,HI
39,23.426470000000002,6.0,transport,HI
40,16.91877,6.0,uncategorized,HI
41,22.7435880769231,8.0,warehouse,HI
0,21.75,48.0,accounting,IA
1,25.7702,80.0,admin,IA
2,15.425529999999998,3.0,arch,IA
3,15.965625,4.0,arts,IA
4,17.8125,2.0,care,IA
5,34.625,3.0,childcare,IA
6,20.286665,10.0,construction,IA
7,20.960915,44.0,customer,IA
8,16.0,116.0,driver,IA
9,18.047620000000002,18.0,education,IA
10,18.256945,2.0,engcivil,IA
11,16.207545,4.0,engelectric,IA
12,16.2037037037037,23.0,engid,IA
13,21.571428571428598,5.0,engmech,IA
14,16.0454545454545,19.0,finance,IA
15,16.875,84.0,food,IA
16,38.117205,4.0,hospitality,IA
17,25.113210000000002,16.0,hr,IA
18,18.42308,101.0,install,IA
19,25.69231,18.0,insurance,IA
20,21.188679245283,11.0,legal,IA
21,18.0,224.0,management,IA
22,18.60119,32.0,manufacturing,IA
23,22.33708,17.0,marketing,IA
24,20.82296650717705,2.0,math,IA
25,15.333329999999998,9.0,meddr,IA
26,21.5,6.0,media,IA
27,30.25,12.0,medinfo,IA
28,14.75,113.0,mednurse,IA
29,20.103448275862103,23.0,medtech,IA
30,30.018395000000005,2.0,military,IA
31,20.785715,8.0,pharmacy,IA
32,19.47441,26.0,project,IA
33,16.636364999999998,8.0,protective,IA
34,14.0,2.0,realestate,IA
35,16.8888888888889,93.0,retail,IA
36,18.08118,114.0,sales,IA
37,19.690579999999997,18.0,sanitation,IA
38,17.0,11.0,science,IA
39,19.70455,27.0,service,IA
40,29.057145000000002,2.0,socialscience,IA
41,20.741664999999998,6.0,sports,IA
42,18.5,19.0,techhelp,IA
43,22.05,40.0,techinfo,IA
44,16.366664999999998,66.0,techsoftware,IA
45,16.2,15.0,therapy,IA
46,35.84231,2.0,transport,IA
47,18.671875,20.0,uncategorized,IA
48,16.30108,1.0,veterinary,IA
49,23.97548852941175,28.0,warehouse,IA
0,20.36232,10.0,accounting,ID
1,35.083335000000005,30.0,admin,ID
2,21.721014999999998,4.0,care,ID
3,17.6,7.0,construction,ID
4,22.23091,8.0,customer,ID
5,15.64286,37.0,driver,ID
6,26.954545,4.0,education,ID
7,15.25424,1.0,engchem,ID
8,27.045235,4.0,engcivil,ID
9,19.07692,5.0,engelectric,ID
10,14.50169,4.0,engid,ID
11,10.0,3.0,finance,ID
12,14.272725,26.0,food,ID
13,17.88,41.0,install,ID
14,32.6,1.0,legal,ID
15,20.338525,40.0,management,ID
16,22.55556,7.0,manufacturing,ID
17,24.75,5.0,marketing,ID
18,19.03846,3.0,meddr,ID
19,24.88,5.0,media,ID
20,45.4,4.0,medinfo,ID
21,14.85714,81.0,mednurse,ID
22,15.35598,14.0,medtech,ID
23,15.520829999999998,1.0,personal,ID
24,21.401665,2.0,pharmacy,ID
25,22.465,6.0,project,ID
26,16.53846,9.0,protective,ID
27,61.464285000000004,4.0,realestate,ID
28,21.1666666666667,41.0,retail,ID
29,19.25548,40.0,sales,ID
30,20.0,7.0,sanitation,ID
31,18.46774,3.0,science,ID
32,27.894740000000002,3.0,service,ID
33,24.54761904761905,2.0,sports,ID
34,18.411765,10.0,techhelp,ID
35,20.6087,7.0,techinfo,ID
36,16.87222,14.0,techsoftware,ID
37,14.384620000000002,11.0,therapy,ID
38,29.476190000000003,1.0,transport,ID
39,48.125,8.0,uncategorized,ID
40,44.00757666666665,6.0,warehouse,ID
0,18.9375,370.0,accounting,IL
1,28.0,343.0,admin,IL
2,20.8125,6.0,agriculture,IL
3,19.5,46.0,arch,IL
4,26.0,23.0,arts,IL
5,13.55056,1.0,aviation,IL
6,17.53623,21.0,care,IL
7,16.950000000000003,26.0,childcare,IL
8,20.46591,61.0,construction,IL
9,22.0,239.0,customer,IL
10,16.0,446.0,driver,IL
11,19.0,123.0,education,IL
12,15.0,3.0,engchem,IL
13,18.933329999999998,61.0,engcivil,IL
14,18.0,25.0,engelectric,IL
15,17.5,89.0,engid,IL
16,20.38889,28.0,engmech,IL
17,17.14286,81.0,finance,IL
18,15.982758620689651,310.0,food,IL
19,22.6,6.0,hospitality,IL
20,26.5,176.0,hr,IL
21,19.797295,284.0,install,IL
22,19.0,59.0,insurance,IL
23,23.1,79.0,legal,IL
24,18.24138,863.0,management,IL
25,22.7,158.0,manufacturing,IL
26,22.68293,135.0,marketing,IL
27,20.048275862068948,68.0,math,IL
28,23.5692307692308,13.0,meddental,IL
29,17.05921,40.0,meddr,IL
30,28.4166666666667,49.0,media,IL
31,29.441110000000002,60.0,medinfo,IL
32,15.923705,400.0,mednurse,IL
33,18.69565,167.0,medtech,IL
34,15.076923076923098,1.0,military,IL
35,38.70968,1.0,mining,IL
36,18.98,15.0,personal,IL
37,17.57909,30.0,pharmacy,IL
38,18.32844827586205,166.0,project,IL
39,21.23188,51.0,protective,IL
40,22.041665000000002,40.0,realestate,IL
41,16.56566,349.0,retail,IL
42,17.658335,544.0,sales,IL
43,22.975,44.0,sanitation,IL
44,19.934995,76.0,science,IL
45,23.16667,121.0,service,IL
46,17.46667,1.0,socialscience,IL
47,16.456045,12.0,sports,IL
48,12.80645,1.0,tech,IL
49,19.26126,176.0,techhelp,IL
50,18.69663,289.0,techinfo,IL
51,16.65217,499.0,techsoftware,IL
52,16.60714,93.0,therapy,IL
53,24.56169,40.0,transport,IL
54,19.433035,136.0,uncategorized,IL
55,18.85714,11.0,veterinary,IL
56,27.0,141.0,warehouse,IL
0,19.125,113.0,accounting,IN
